Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Government,CUST_ID_004,PROD_ID_002,None,"  1,817.00 ",  10.00 ,  20.00 ,"  36,340.00 ",0,"  36,340.00 ",  36.34 ,"  18,170.00 ","  18,170.00 ",  18.17 ,1/18/2022,Jan,Q1,2022,Olivia Brown,Paseo,France
Government,CUST_ID_072,PROD_ID_002,None,"  1,513.00 ",  10.00 ,  350.00 ,"  529,550.00 ",0,"  529,550.00 ",  529.55 ,"  393,380.00 ","  136,170.00 ",  136.17 ,2/11/2022,Feb,Q1,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_031,PROD_ID_003,None,"  1,493.00 ",  120.00 ,  7.00 ,"  10,451.00 ",0,"  10,451.00 ",  10.45 ,"  7,465.00 ","  2,986.00 ",  2.99 ,3/4/2022,Mar,Q1,2022,Benjamin Lee,Velo,India
Enterprise,CUST_ID_053,PROD_ID_003,None,"  1,804.00 ",  120.00 ,  125.00 ,"  225,500.00 ",0,"  225,500.00 ",  225.50 ,"  216,480.00 ","  9,020.00 ",  9.02 ,6/28/2022,Jun,Q2,2022,Samuel Hill,Velo,Germany
Channel Partners,CUST_ID_114,PROD_ID_003,None,"  2,161.00 ",  120.00 ,  12.00 ,"  25,932.00 ",0,"  25,932.00 ",  25.93 ,"  6,483.00 ","  19,449.00 ",  19.45 ,8/19/2021,Aug,Q3,2022,Harper Martin,Velo,Canada
Government,CUST_ID_028,PROD_ID_003,None,"  1,006.00 ",  120.00 ,  350.00 ,"  352,100.00 ",0,"  352,100.00 ",  352.10 ,"  261,560.00 ","  90,540.00 ",  90.54 ,10/4/2022,Oct,Q4,2022,Sofia Phillips,Velo,France
Channel Partners,CUST_ID_114,PROD_ID_003,None,"  1,545.00 ",  120.00 ,  12.00 ,"  18,540.00 ",0,"  18,540.00 ",  18.54 ,"  4,635.00 ","  13,905.00 ",  13.91 ,8/4/2022,Aug,Q3,2022,Harper Martin,Velo,Canada
Enterprise,CUST_ID_015,PROD_ID_003,None,"  2,821.00 ",  120.00 ,  125.00 ,"  352,625.00 ",0,"  352,625.00 ",  352.63 ,"  338,520.00 ","  14,105.00 ",  14.11 ,8/19/2022,Aug,Q3,2022,Samuel Taylor,Velo,India
Small Business,CUST_ID_063,PROD_ID_004,None,"  2,001.00 ",  250.00 ,  300.00 ,"  600,300.00 ",0,"  600,300.00 ",  600.30 ,"  500,250.00 ","  100,050.00 ",  100.05 ,3/26/2022,Mar,Q1,2022,Logan Clark,VTT,India
Channel Partners,CUST_ID_067,PROD_ID_004,None,"  2,838.00 ",  250.00 ,  12.00 ,"  34,056.00 ",0,"  34,056.00 ",  34.06 ,"  8,514.00 ","  25,542.00 ",  25.54 ,7/3/2022,Jul,Q3,2022,Henry Phillips,VTT,England
Midmarket,CUST_ID_087,PROD_ID_004,None,"  2,178.00 ",  250.00 ,  15.00 ,"  32,670.00 ",0,"  32,670.00 ",  32.67 ,"  21,780.00 ","  10,890.00 ",  10.89 ,7/24/2021,Jul,Q3,2022,Logan Phillips,VTT,India
Midmarket,CUST_ID_039,PROD_ID_004,None,  888.00 ,  250.00 ,  15.00 ,"  13,320.00 ",0,"  13,320.00 ",  13.32 ,"  8,880.00 ","  4,440.00 ",  4.44 ,2/3/2021,Feb,Q1,2022,Jackson Turner,VTT,India
Small Business,CUST_ID_062,PROD_ID_004,None,"  2,151.00 ",  250.00 ,  300.00 ,"  645,300.00 ",0,"  645,300.00 ",  645.30 ,"  537,750.00 ","  107,550.00 ",  107.55 ,5/23/2021,May,Q2,2022,Mia Lewis,VTT,Italy
Government,CUST_ID_055,PROD_ID_004,None,"  1,817.00 ",  250.00 ,  20.00 ,"  36,340.00 ",0,"  36,340.00 ",  36.34 ,"  18,170.00 ","  18,170.00 ",  18.17 ,12/15/2022,Dec,Q4,2022,Henry Turner,VTT,India
Government,CUST_ID_065,PROD_ID_006,None,"  2,750.00 ",  260.00 ,  350.00 ,"  962,500.00 ",0,"  962,500.00 ",  962.50 ,"  715,000.00 ","  247,500.00 ",  247.50 ,8/23/2021,Aug,Q3,2022,Samuel Wilson,Amarilla,USA
Channel Partners,CUST_ID_018,PROD_ID_006,None,"  1,953.00 ",  260.00 ,  12.00 ,"  23,436.00 ",0,"  23,436.00 ",  23.44 ,"  5,859.00 ","  17,577.00 ",  17.58 ,10/13/2021,Oct,Q4,2022,Amelia Garcia,Amarilla,Canada
Enterprise,CUST_ID_073,PROD_ID_006,None,"  4,219.50 ",  260.00 ,  125.00 ,"  527,437.50 ",0,"  527,437.50 ",  527.44 ,"  506,340.00 ","  21,097.50 ",  21.10 ,2/20/2022,Feb,Q1,2022,Benjamin Phillips,Amarilla,USA
Government,CUST_ID_065,PROD_ID_006,None,"  1,899.00 ",  260.00 ,  20.00 ,"  37,980.00 ",0,"  37,980.00 ",  37.98 ,"  18,990.00 ","  18,990.00 ",  18.99 ,7/3/2022,Jul,Q3,2022,Samuel Wilson,Amarilla,USA
Government,CUST_ID_035,PROD_ID_006,None,"  1,686.00 ",  260.00 ,  7.00 ,"  11,802.00 ",0,"  11,802.00 ",  11.80 ,"  8,430.00 ","  3,372.00 ",  3.37 ,9/14/2022,Sep,Q3,2022,Samuel Johnson,Amarilla,England
Channel Partners,CUST_ID_018,PROD_ID_006,None,"  2,141.00 ",  260.00 ,  12.00 ,"  25,692.00 ",0,"  25,692.00 ",  25.69 ,"  6,423.00 ","  19,269.00 ",  19.27 ,11/15/2021,Nov,Q4,2022,Amelia Garcia,Amarilla,Canada
Government,CUST_ID_064,PROD_ID_006,None,"  1,143.00 ",  260.00 ,  7.00 ,"  8,001.00 ",0,"  8,001.00 ",  8.00 ,"  5,715.00 ","  2,286.00 ",  2.29 ,4/23/2022,Apr,Q2,2022,Charlotte Anderson,Amarilla,Japan
Midmarket,CUST_ID_046,PROD_ID_006,None,  615.00 ,  260.00 ,  15.00 ,"  9,225.00 ",0,"  9,225.00 ",  9.23 ,"  6,150.00 ","  3,075.00 ",  3.08 ,12/26/2021,Dec,Q4,2022,Avery Anderson,Amarilla,Italy
Government,CUST_ID_052,PROD_ID_002,Low,"  3,945.00 ",  10.00 ,  7.00 ,"  27,615.00 ",276.15,"  27,338.85 ",  27.34 ,"  19,725.00 ","  7,613.85 ",  7.61 ,9/23/2021,Sep,Q3,2022,Charlotte Martin,Paseo,France
Midmarket,CUST_ID_002,PROD_ID_002,Low,"  2,296.00 ",  10.00 ,  15.00 ,"  34,440.00 ",344.4,"  34,095.60 ",  34.10 ,"  22,960.00 ","  11,135.60 ",  11.14 ,12/16/2021,Dec,Q4,2022,Emma Johnson,Paseo,Canada
Government,CUST_ID_052,PROD_ID_002,Low,"  1,030.00 ",  10.00 ,  7.00 ,"  7,210.00 ",72.1,"  7,137.90 ",  7.14 ,"  5,150.00 ","  1,987.90 ",  1.99 ,8/12/2022,Aug,Q3,2022,Charlotte Martin,Paseo,France
Government,CUST_ID_054,PROD_ID_003,Low,  639.00 ,  120.00 ,  7.00 ,"  4,473.00 ",44.73,"  4,428.27 ",  4.43 ,"  3,195.00 ","  1,233.27 ",  1.23 ,10/31/2021,Oct,Q4,2022,Harper Wilson,Velo,Italy
Government,CUST_ID_055,PROD_ID_004,Low,"  1,326.00 ",  250.00 ,  7.00 ,"  9,282.00 ",92.82,"  9,189.18 ",  9.19 ,"  6,630.00 ","  2,559.18 ",  2.56 ,3/19/2022,Mar,Q1,2022,Henry Turner,VTT,India
Channel Partners,CUST_ID_084,PROD_ID_005,Low,"  1,858.00 ",  3.00 ,  12.00 ,"  22,296.00 ",222.96,"  22,073.04 ",  22.07 ,"  5,574.00 ","  16,499.04 ",  16.50 ,9/7/2022,Sep,Q3,2022,Emily Martin,Carretera,France
Government,CUST_ID_066,PROD_ID_005,Low,"  1,210.00 ",  3.00 ,  350.00 ,"  423,500.00 ",4235,"  419,265.00 ",  419.27 ,"  314,600.00 ","  104,665.00 ",  104.67 ,6/27/2021,Jun,Q2,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_057,PROD_ID_005,Low,"  2,529.00 ",  3.00 ,  7.00 ,"  17,703.00 ",177.03,"  17,525.97 ",  17.53 ,"  12,645.00 ","  4,880.97 ",  4.88 ,8/20/2021,Aug,Q3,2022,Jackson Hill,Carretera,USA
Channel Partners,CUST_ID_036,PROD_ID_005,Low,"  1,445.00 ",  3.00 ,  12.00 ,"  17,340.00 ",173.4,"  17,166.60 ",  17.17 ,"  4,335.00 ","  12,831.60 ",  12.83 ,8/10/2021,Aug,Q3,2022,Harper Anderson,Carretera,France
Channel Partners,CUST_ID_088,PROD_ID_005,Low,"  2,671.00 ",  3.00 ,  12.00 ,"  32,052.00 ",320.52,"  31,731.48 ",  31.73 ,"  8,013.00 ","  23,718.48 ",  23.72 ,12/10/2022,Dec,Q4,2022,Charlotte Hill,Carretera,Japan
Government,CUST_ID_066,PROD_ID_005,Low,"  1,397.00 ",  3.00 ,  350.00 ,"  488,950.00 ",4889.5,"  484,060.50 ",  484.06 ,"  363,220.00 ","  120,840.50 ",  120.84 ,8/3/2021,Aug,Q3,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_021,PROD_ID_005,Low,"  2,155.00 ",  3.00 ,  350.00 ,"  754,250.00 ",7542.5,"  746,707.50 ",  746.71 ,"  560,300.00 ","  186,407.50 ",  186.41 ,4/6/2021,Apr,Q2,2022,Aiden Lewis,Carretera,Germany
Midmarket,CUST_ID_112,PROD_ID_001,Low,"  2,214.00 ",  5.00 ,  15.00 ,"  33,210.00 ",332.1,"  32,877.90 ",  32.88 ,"  22,140.00 ","  10,737.90 ",  10.74 ,1/15/2021,Jan,Q1,2022,Charlotte Hill,Montana,Japan
Small Business,CUST_ID_012,PROD_ID_001,Low,"  2,301.00 ",  5.00 ,  300.00 ,"  690,300.00 ",6903,"  683,397.00 ",  683.40 ,"  575,250.00 ","  108,147.00 ",  108.15 ,11/28/2021,Nov,Q4,2022,Mia Thomas,Montana,France
Government,CUST_ID_059,PROD_ID_001,Low,"  1,375.50 ",  5.00 ,  20.00 ,"  27,510.00 ",275.1,"  27,234.90 ",  27.23 ,"  13,755.00 ","  13,479.90 ",  13.48 ,11/21/2022,Nov,Q4,2022,Aiden Martin,Montana,England
Government,CUST_ID_043,PROD_ID_001,Low,"  1,830.00 ",  5.00 ,  7.00 ,"  12,810.00 ",128.1,"  12,681.90 ",  12.68 ,"  9,150.00 ","  3,531.90 ",  3.53 ,8/7/2021,Aug,Q3,2022,Sebastian Phillips,Montana,England
Midmarket,CUST_ID_026,PROD_ID_002,Low,"  1,514.00 ",  10.00 ,  15.00 ,"  22,710.00 ",227.1,"  22,482.90 ",  22.48 ,"  15,140.00 ","  7,342.90 ",  7.34 ,9/7/2022,Sep,Q3,2022,Avery Turner,Paseo,Canada
Government,CUST_ID_027,PROD_ID_002,Low,"  4,492.50 ",  10.00 ,  7.00 ,"  31,447.50 ",314.475,"  31,133.03 ",  31.13 ,"  22,462.50 ","  8,670.53 ",  8.67 ,2/17/2021,Feb,Q1,2022,Michael Hill,Paseo,England
Enterprise,CUST_ID_115,PROD_ID_002,Low,  727.00 ,  10.00 ,  125.00 ,"  90,875.00 ",908.75,"  89,966.25 ",  89.97 ,"  87,240.00 ","  2,726.25 ",  2.73 ,3/5/2022,Mar,Q1,2022,Henry Garcia,Paseo,England
Enterprise,CUST_ID_051,PROD_ID_002,Low,  787.00 ,  10.00 ,  125.00 ,"  98,375.00 ",983.75,"  97,391.25 ",  97.39 ,"  94,440.00 ","  2,951.25 ",  2.95 ,6/24/2021,Jun,Q2,2022,Logan Phillips,Paseo,England
Enterprise,CUST_ID_024,PROD_ID_002,Low,"  1,823.00 ",  10.00 ,  125.00 ,"  227,875.00 ",2278.75,"  225,596.25 ",  225.60 ,"  218,760.00 ","  6,836.25 ",  6.84 ,11/30/2022,Nov,Q4,2022,Elizabeth Green,Paseo,Japan
Midmarket,CUST_ID_038,PROD_ID_002,Low,  747.00 ,  10.00 ,  15.00 ,"  11,205.00 ",112.05,"  11,092.95 ",  11.09 ,"  7,470.00 ","  3,622.95 ",  3.62 ,6/8/2021,Jun,Q2,2022,Amelia Wilson,Paseo,Italy
Small Business,CUST_ID_116,PROD_ID_002,Low,"  2,905.00 ",  10.00 ,  300.00 ,"  871,500.00 ",8715,"  862,785.00 ",  862.79 ,"  726,250.00 ","  136,535.00 ",  136.54 ,1/17/2022,Jan,Q1,2022,Amelia Phillips,Paseo,France
Government,CUST_ID_052,PROD_ID_002,Low,"  2,155.00 ",  10.00 ,  350.00 ,"  754,250.00 ",7542.5,"  746,707.50 ",  746.71 ,"  560,300.00 ","  186,407.50 ",  186.41 ,8/4/2022,Aug,Q3,2022,Charlotte Martin,Paseo,France
Government,CUST_ID_054,PROD_ID_003,Low,"  3,864.00 ",  120.00 ,  20.00 ,"  77,280.00 ",772.8,"  76,507.20 ",  76.51 ,"  38,640.00 ","  37,867.20 ",  37.87 ,10/13/2021,Oct,Q4,2022,Harper Wilson,Velo,Italy
Government,CUST_ID_031,PROD_ID_003,Low,  362.00 ,  120.00 ,  7.00 ,"  2,534.00 ",25.34,"  2,508.66 ",  2.51 ,"  1,810.00 ",  698.66 ,  0.70 ,11/1/2022,Nov,Q4,2022,Benjamin Lee,Velo,India
Enterprise,CUST_ID_007,PROD_ID_003,Low,  923.00 ,  120.00 ,  125.00 ,"  115,375.00 ",1153.75,"  114,221.25 ",  114.22 ,"  110,760.00 ","  3,461.25 ",  3.46 ,4/4/2022,Apr,Q2,2022,Ethan Miller,Velo,India
Government,CUST_ID_056,PROD_ID_004,Low,  263.00 ,  250.00 ,  7.00 ,"  1,841.00 ",18.41,"  1,822.59 ",  1.82 ,"  1,315.00 ",  507.59 ,  0.51 ,12/22/2022,Dec,Q4,2022,Amelia Perez,VTT,Japan
Government,CUST_ID_055,PROD_ID_004,Low,  943.50 ,  250.00 ,  350.00 ,"  330,225.00 ",3302.25,"  326,922.75 ",  326.92 ,"  245,310.00 ","  81,612.75 ",  81.61 ,9/21/2021,Sep,Q3,2022,Henry Turner,VTT,India
Enterprise,CUST_ID_117,PROD_ID_004,Low,  727.00 ,  250.00 ,  125.00 ,"  90,875.00 ",908.75,"  89,966.25 ",  89.97 ,"  87,240.00 ","  2,726.25 ",  2.73 ,4/30/2021,Apr,Q2,2022,Jackson Hill,VTT,Germany
Enterprise,CUST_ID_118,PROD_ID_004,Low,  787.00 ,  250.00 ,  125.00 ,"  98,375.00 ",983.75,"  97,391.25 ",  97.39 ,"  94,440.00 ","  2,951.25 ",  2.95 ,5/27/2021,May,Q2,2022,Abigail Martin,VTT,Italy
Small Business,CUST_ID_032,PROD_ID_004,Low,  986.00 ,  250.00 ,  300.00 ,"  295,800.00 ",2958,"  292,842.00 ",  292.84 ,"  246,500.00 ","  46,342.00 ",  46.34 ,10/9/2022,Oct,Q4,2022,Mia White,VTT,Japan
Government,CUST_ID_034,PROD_ID_004,Low,"  1,397.00 ",  250.00 ,  350.00 ,"  488,950.00 ",4889.5,"  484,060.50 ",  484.06 ,"  363,220.00 ","  120,840.50 ",  120.84 ,10/9/2022,Oct,Q4,2022,Charlotte Davis,VTT,Canada
Enterprise,CUST_ID_118,PROD_ID_004,Low,"  1,744.00 ",  250.00 ,  125.00 ,"  218,000.00 ",2180,"  215,820.00 ",  215.82 ,"  209,280.00 ","  6,540.00 ",  6.54 ,9/21/2021,Sep,Q3,2022,Abigail Martin,VTT,Italy
Enterprise,CUST_ID_094,PROD_ID_005,Low,  742.50 ,  3.00 ,  125.00 ,"  92,812.50 ",1856.25,"  90,956.25 ",  90.96 ,"  89,100.00 ","  1,856.25 ",  1.86 ,5/27/2022,May,Q2,2022,Abigail Martin,Carretera,Italy
Channel Partners,CUST_ID_036,PROD_ID_005,Low,"  1,295.00 ",  3.00 ,  12.00 ,"  15,540.00 ",310.8,"  15,229.20 ",  15.23 ,"  3,885.00 ","  11,344.20 ",  11.34 ,5/3/2021,May,Q2,2022,Harper Anderson,Carretera,France
Government,CUST_ID_042,PROD_ID_005,Low,"  2,852.00 ",  3.00 ,  350.00 ,"  998,200.00 ",19964,"  978,236.00 ",  978.24 ,"  741,520.00 ","  236,716.00 ",  236.72 ,7/20/2021,Jul,Q3,2022,Emily Garcia,Carretera,Canada
Channel Partners,CUST_ID_119,PROD_ID_001,Low,"  1,142.00 ",  5.00 ,  12.00 ,"  13,704.00 ",274.08,"  13,429.92 ",  13.43 ,"  3,426.00 ","  10,003.92 ",  10.00 ,11/10/2022,Nov,Q4,2022,Aiden Garcia,Montana,India
Government,CUST_ID_099,PROD_ID_001,Low,"  1,566.00 ",  5.00 ,  20.00 ,"  31,320.00 ",626.4,"  30,693.60 ",  30.69 ,"  15,660.00 ","  15,033.60 ",  15.03 ,7/17/2021,Jul,Q3,2022,Logan Martin,Montana,England
Channel Partners,CUST_ID_120,PROD_ID_001,Low,  690.00 ,  5.00 ,  12.00 ,"  8,280.00 ",165.6,"  8,114.40 ",  8.11 ,"  2,070.00 ","  6,044.40 ",  6.04 ,7/26/2022,Jul,Q3,2022,Emily Hill,Montana,Japan
Midmarket,CUST_ID_006,PROD_ID_002,Low,"  2,363.00 ",  10.00 ,  15.00 ,"  35,445.00 ",708.9,"  34,736.10 ",  34.74 ,"  23,630.00 ","  11,106.10 ",  11.11 ,10/24/2022,Oct,Q4,2022,Ava Davis,Paseo,Italy
Small Business,CUST_ID_121,PROD_ID_002,Low,  918.00 ,  10.00 ,  300.00 ,"  275,400.00 ",5508,"  269,892.00 ",  269.89 ,"  229,500.00 ","  40,392.00 ",  40.39 ,6/2/2021,Jun,Q2,2022,Benjamin Phillips,Paseo,USA
Small Business,CUST_ID_069,PROD_ID_002,Low,"  1,728.00 ",  10.00 ,  300.00 ,"  518,400.00 ",10368,"  508,032.00 ",  508.03 ,"  432,000.00 ","  76,032.00 ",  76.03 ,7/29/2021,Jul,Q3,2022,Jackson Hill,Paseo,Germany
Channel Partners,CUST_ID_005,PROD_ID_002,Low,"  1,142.00 ",  10.00 ,  12.00 ,"  13,704.00 ",274.08,"  13,429.92 ",  13.43 ,"  3,426.00 ","  10,003.92 ",  10.00 ,5/20/2021,May,Q2,2022,Liam Jones,Paseo,Germany
Enterprise,CUST_ID_024,PROD_ID_002,Low,  662.00 ,  10.00 ,  125.00 ,"  82,750.00 ",1655,"  81,095.00 ",  81.10 ,"  79,440.00 ","  1,655.00 ",  1.66 ,5/1/2021,May,Q2,2022,Elizabeth Green,Paseo,Japan
Channel Partners,CUST_ID_060,PROD_ID_002,Low,"  1,295.00 ",  10.00 ,  12.00 ,"  15,540.00 ",310.8,"  15,229.20 ",  15.23 ,"  3,885.00 ","  11,344.20 ",  11.34 ,2/23/2021,Feb,Q1,2022,Emily Garcia,Paseo,France
Small Business,CUST_ID_070,PROD_ID_002,Low,"  1,916.00 ",  10.00 ,  300.00 ,"  574,800.00 ",11496,"  563,304.00 ",  563.30 ,"  479,000.00 ","  84,304.00 ",  84.30 ,12/16/2021,Dec,Q4,2022,Abigail Garcia,Paseo,Italy
Government,CUST_ID_004,PROD_ID_002,Low,"  2,852.00 ",  10.00 ,  350.00 ,"  998,200.00 ",19964,"  978,236.00 ",  978.24 ,"  741,520.00 ","  236,716.00 ",  236.72 ,4/19/2021,Apr,Q2,2022,Olivia Brown,Paseo,France
Enterprise,CUST_ID_122,PROD_ID_002,Low,"  2,729.00 ",  10.00 ,  125.00 ,"  341,125.00 ",6822.5,"  334,302.50 ",  334.30 ,"  327,480.00 ","  6,822.50 ",  6.82 ,12/4/2021,Dec,Q4,2022,Mia Turner,Paseo,Canada
Channel Partners,CUST_ID_025,PROD_ID_002,Low,"  1,055.00 ",  10.00 ,  12.00 ,"  12,660.00 ",253.2,"  12,406.80 ",  12.41 ,"  3,165.00 ","  9,241.80 ",  9.24 ,2/6/2021,Feb,Q1,2022,Alexander Perez,Paseo,USA
Channel Partners,CUST_ID_071,PROD_ID_002,Low,"  1,084.00 ",  10.00 ,  12.00 ,"  13,008.00 ",260.16,"  12,747.84 ",  12.75 ,"  3,252.00 ","  9,495.84 ",  9.50 ,4/19/2022,Apr,Q2,2022,Aiden Perez,Paseo,India
Government,CUST_ID_041,PROD_ID_003,Low,"  1,566.00 ",  120.00 ,  20.00 ,"  31,320.00 ",626.4,"  30,693.60 ",  30.69 ,"  15,660.00 ","  15,033.60 ",  15.03 ,8/28/2022,Aug,Q3,2022,Aiden Clark,Velo,USA
Government,CUST_ID_028,PROD_ID_003,Low,"  2,877.00 ",  120.00 ,  350.00 ,"  1,006,950.00 ",20139,"  986,811.00 ",  986.81 ,"  748,020.00 ","  238,791.00 ",  238.79 ,9/17/2022,Sep,Q3,2022,Sofia Phillips,Velo,France
Channel Partners,CUST_ID_123,PROD_ID_003,Low,"  1,055.00 ",  120.00 ,  12.00 ,"  12,660.00 ",253.2,"  12,406.80 ",  12.41 ,"  3,165.00 ","  9,241.80 ",  9.24 ,12/14/2021,Dec,Q4,2022,Logan Martin,Velo,England
Channel Partners,CUST_ID_124,PROD_ID_003,Low,"  1,084.00 ",  120.00 ,  12.00 ,"  13,008.00 ",260.16,"  12,747.84 ",  12.75 ,"  3,252.00 ","  9,495.84 ",  9.50 ,4/9/2022,Apr,Q2,2022,Charlotte Garcia,Velo,France
Enterprise,CUST_ID_125,PROD_ID_004,Low,  662.00 ,  250.00 ,  125.00 ,"  82,750.00 ",1655,"  81,095.00 ",  81.10 ,"  79,440.00 ","  1,655.00 ",  1.66 ,12/6/2022,Dec,Q4,2022,Samuel Hill,VTT,Germany
Government,CUST_ID_056,PROD_ID_004,Low,"  2,877.00 ",  250.00 ,  350.00 ,"  1,006,950.00 ",20139,"  986,811.00 ",  986.81 ,"  748,020.00 ","  238,791.00 ",  238.79 ,11/16/2022,Nov,Q4,2022,Amelia Perez,VTT,Japan
Enterprise,CUST_ID_105,PROD_ID_004,Low,"  2,729.00 ",  250.00 ,  125.00 ,"  341,125.00 ",6822.5,"  334,302.50 ",  334.30 ,"  327,480.00 ","  6,822.50 ",  6.82 ,12/13/2022,Dec,Q4,2022,Jackson Turner,VTT,USA
Small Business,CUST_ID_126,PROD_ID_006,Low,  259.00 ,  260.00 ,  300.00 ,"  77,700.00 ",1554,"  76,146.00 ",  76.15 ,"  64,750.00 ","  11,396.00 ",  11.40 ,2/26/2022,Feb,Q1,2022,Harper Phillips,Amarilla,Italy
Small Business,CUST_ID_127,PROD_ID_006,Low,"  1,101.00 ",  260.00 ,  300.00 ,"  330,300.00 ",6606,"  323,694.00 ",  323.69 ,"  275,250.00 ","  48,444.00 ",  48.44 ,9/25/2022,Sep,Q3,2022,Henry Martin,Amarilla,India
Enterprise,CUST_ID_073,PROD_ID_006,Low,"  2,276.00 ",  260.00 ,  125.00 ,"  284,500.00 ",5690,"  278,810.00 ",  278.81 ,"  273,120.00 ","  5,690.00 ",  5.69 ,9/23/2022,Sep,Q3,2022,Benjamin Phillips,Amarilla,USA
Government,CUST_ID_064,PROD_ID_006,Low,"  1,236.00 ",  260.00 ,  20.00 ,"  24,720.00 ",494.4,"  24,225.60 ",  24.23 ,"  12,360.00 ","  11,865.60 ",  11.87 ,2/3/2021,Feb,Q1,2022,Charlotte Anderson,Amarilla,Japan
Government,CUST_ID_065,PROD_ID_006,Low,  941.00 ,  260.00 ,  20.00 ,"  18,820.00 ",376.4,"  18,443.60 ",  18.44 ,"  9,410.00 ","  9,033.60 ",  9.03 ,11/19/2022,Nov,Q4,2022,Samuel Wilson,Amarilla,USA
Small Business,CUST_ID_128,PROD_ID_006,Low,"  1,916.00 ",  260.00 ,  300.00 ,"  574,800.00 ",11496,"  563,304.00 ",  563.30 ,"  479,000.00 ","  84,304.00 ",  84.30 ,5/30/2022,May,Q2,2022,Amelia Hill,Amarilla,Japan
Enterprise,CUST_ID_085,PROD_ID_005,Low,"  4,243.50 ",  3.00 ,  125.00 ,"  530,437.50 ",15913.125,"  514,524.38 ",  514.52 ,"  509,220.00 ","  5,304.38 ",  5.30 ,4/28/2021,Apr,Q2,2022,Benjamin Garcia,Carretera,Germany
Government,CUST_ID_048,PROD_ID_005,Low,"  2,580.00 ",  3.00 ,  20.00 ,"  51,600.00 ",1548,"  50,052.00 ",  50.05 ,"  25,800.00 ","  24,252.00 ",  24.25 ,4/9/2022,Apr,Q2,2022,Sofia Turner,Carretera,Japan
Small Business,CUST_ID_020,PROD_ID_005,Low,  689.00 ,  3.00 ,  300.00 ,"  206,700.00 ",6201,"  200,499.00 ",  200.50 ,"  172,250.00 ","  28,249.00 ",  28.25 ,10/23/2022,Oct,Q4,2022,Abigail Robinson,Carretera,France
Channel Partners,CUST_ID_084,PROD_ID_005,Low,"  1,947.00 ",  3.00 ,  12.00 ,"  23,364.00 ",700.92,"  22,663.08 ",  22.66 ,"  5,841.00 ","  16,822.08 ",  16.82 ,4/23/2022,Apr,Q2,2022,Emily Martin,Carretera,France
Government,CUST_ID_037,PROD_ID_001,Low,"  1,958.00 ",  5.00 ,  7.00 ,"  13,706.00 ",411.18,"  13,294.82 ",  13.29 ,"  9,790.00 ","  3,504.82 ",  3.50 ,5/26/2022,May,Q2,2022,Henry Martinez,Montana,Germany
Channel Partners,CUST_ID_129,PROD_ID_001,Low,"  1,901.00 ",  5.00 ,  12.00 ,"  22,812.00 ",684.36,"  22,127.64 ",  22.13 ,"  5,703.00 ","  16,424.64 ",  16.42 ,3/13/2022,Mar,Q1,2022,Jackson Turner,Montana,USA
Government,CUST_ID_059,PROD_ID_001,Low,  544.00 ,  5.00 ,  7.00 ,"  3,808.00 ",114.24,"  3,693.76 ",  3.69 ,"  2,720.00 ",  973.76 ,  0.97 ,7/23/2021,Jul,Q3,2022,Aiden Martin,Montana,England
Enterprise,CUST_ID_079,PROD_ID_001,Low,"  1,287.00 ",  5.00 ,  125.00 ,"  160,875.00 ",4826.25,"  156,048.75 ",  156.05 ,"  154,440.00 ","  1,608.75 ",  1.61 ,9/27/2021,Sep,Q3,2022,Henry Turner,Montana,India
Enterprise,CUST_ID_068,PROD_ID_001,Low,"  1,706.00 ",  5.00 ,  125.00 ,"  213,250.00 ",6397.5,"  206,852.50 ",  206.85 ,"  204,720.00 ","  2,132.50 ",  2.13 ,5/15/2021,May,Q2,2022,Amelia Martin,Montana,France
Small Business,CUST_ID_121,PROD_ID_002,Low,"  2,434.50 ",  10.00 ,  300.00 ,"  730,350.00 ",21910.5,"  708,439.50 ",  708.44 ,"  608,625.00 ","  99,814.50 ",  99.81 ,5/25/2022,May,Q2,2022,Benjamin Phillips,Paseo,USA
Enterprise,CUST_ID_122,PROD_ID_002,Low,"  1,774.00 ",  10.00 ,  125.00 ,"  221,750.00 ",6652.5,"  215,097.50 ",  215.10 ,"  212,880.00 ","  2,217.50 ",  2.22 ,10/3/2022,Oct,Q4,2022,Mia Turner,Paseo,Canada
Channel Partners,CUST_ID_025,PROD_ID_002,Low,"  1,901.00 ",  10.00 ,  12.00 ,"  22,812.00 ",684.36,"  22,127.64 ",  22.13 ,"  5,703.00 ","  16,424.64 ",  16.42 ,1/14/2021,Jan,Q1,2022,Alexander Perez,Paseo,USA
Small Business,CUST_ID_069,PROD_ID_002,Low,  689.00 ,  10.00 ,  300.00 ,"  206,700.00 ",6201,"  200,499.00 ",  200.50 ,"  172,250.00 ","  28,249.00 ",  28.25 ,12/14/2021,Dec,Q4,2022,Jackson Hill,Paseo,Germany
